site,guild,species,nitrogen,hydrogen,trophic_category,trophic_level_fbase,size_max,s.hydrogen_mean,s.hydrogen_n,s.hydrogen_sd,s.hydrogen_se,s.carbon_mean,s.carbon_n,s.carbon_sd,s.carbon_se,s.nitrogen_mean,s.nitrogen_n,s.nitrogen_sd,s.nitrogen_se,carbon,t.hydrogen_mean,t.hydrogen_n,t.hydrogen_sd,t.hydrogen_se,t.carbon_mean,t.carbon_n,t.carbon_sd,t.carbon_se,t.nitrogen_mean,t.nitrogen_n,t.nitrogen_sd,t.nitrogen_se
AR,fish,L.macrochirus,16.41282215,-91.94460441,F-3,3.2,80,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-24.73212823,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.macrochirus,19.08102704,-99.2893523,F-3,3.2,80,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-26.49395052,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.macrochirus,14.30281913,-111.9722415,F-3,3.2,80,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-24.14624167,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,Terrestrial primary producer,leaf,8.944081282,-86.21591792,T-1,1,NA,-83.00647466,3,19.524455519543928,11.272449649989563,-31.581693689999998,3,0.8038671003976562,0.46411288680727075,6.832386735,3,2.802214378345853,1.6178592256650182,-32.20816565,-88.92572390333333,6,14.491262444905217,5.916033119795736,-31.433747793333332,6,0.6539908559672314,0.2669906489276207,9.326364980000001,6,3.7244355470926505,1.520494445043417
AR,Terrestrial primary producer,leaf,3.653342573,-62.07614906,T-1,1,NA,-83.00647466,3,19.524455519543928,11.272449649989563,-31.581693689999998,3,0.8038671003976562,0.46411288680727075,6.832386735,3,2.802214378345853,1.6178592256650182,-31.86162883,-88.92572390333333,6,14.491262444905217,5.916033119795736,-31.433747793333332,6,0.6539908559672314,0.2669906489276207,9.326364980000001,6,3.7244355470926505,1.520494445043417
AR,Terrestrial primary producer,leaf,7.89973635,-100.727357,T-1,1,NA,-83.00647466,3,19.524455519543928,11.272449649989563,-31.581693689999998,3,0.8038671003976562,0.46411288680727075,6.832386735,3,2.802214378345853,1.6178592256650182,-30.67528659,-88.92572390333333,6,14.491262444905217,5.916033119795736,-31.433747793333332,6,0.6539908559672314,0.2669906489276207,9.326364980000001,6,3.7244355470926505,1.520494445043417
AR,invertebrate,Leptophlebiidae,15.30250791,-111.4357709,I-2,2,NA,-111.4357709,1,NA,NA,-30.0134325,1,NA,NA,15.30250791,1,NA,NA,-30.0134325,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,fish,M.salmoides,22.4393724,-109.5509149,F-4,3.8,120,-105.3630156,3,3.627036027387373,2.094070226772571,-26.519273033333334,3,0.31293389647019004,0.1806724693656227,22.116630236666666,3,0.41107337915522996,0.23733332611196112,-26.87899143,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,M.salmoides,22.25668816,-103.3079881,F-4,3.8,120,-105.3630156,3,3.627036027387373,2.094070226772571,-26.519273033333334,3,0.31293389647019004,0.1806724693656227,22.116630236666666,3,0.41107337915522996,0.23733332611196112,-26.36907239,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,M.salmoides,21.65383015,-103.2301438,F-4,3.8,120,-105.3630156,3,3.627036027387373,2.094070226772571,-26.519273033333334,3,0.31293389647019004,0.1806724693656227,22.116630236666666,3,0.41107337915522996,0.23733332611196112,-26.30975528,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,invertebrate,Nepidae,15.09524202,-84.56031034,I-3,3,NA,-87.60590944500001,2,4.307127559842361,3.045599105000001,-26.38384209,2,0.26484830153339256,0.18727603000000137,14.592807735000001,2,0.7105493800482298,0.5024342850000005,-26.57111812,-92.7130851215,10,7.873110634564515,2.4896961875717456,-28.107862543,10,1.4841019918543852,0.4693142574252516,15.454326012,10,2.4852889024344944,0.7859173575232992
AR,invertebrate,Nepidae,14.09037345,-90.65150855,I-3,3,NA,-87.60590944500001,2,4.307127559842361,3.045599105000001,-26.38384209,2,0.26484830153339256,0.18727603000000137,14.592807735000001,2,0.7105493800482298,0.5024342850000005,-26.19656606,-92.7130851215,10,7.873110634564515,2.4896961875717456,-28.107862543,10,1.4841019918543852,0.4693142574252516,15.454326012,10,2.4852889024344944,0.7859173575232992
AR,fish,P.latipinna,19.52352887,-110.5705391,F-2,2,40,-99.26258602,3,9.875617191733319,5.701690244060928,-24.921526726666666,3,1.2652417202106208,0.7304876477535471,17.424689883333333,3,1.8222843124170849,1.052096338314036,-26.37011304,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,P.latipinna,16.24536159,-92.3336731,F-2,2,40,-99.26258602,3,9.875617191733319,5.701690244060928,-24.921526726666666,3,1.2652417202106208,0.7304876477535471,17.424689883333333,3,1.8222843124170849,1.052096338314036,-24.36165644,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,P.latipinna,16.50517919,-94.88354586,F-2,2,40,-99.26258602,3,9.875617191733319,5.701690244060928,-24.921526726666666,3,1.2652417202106208,0.7304876477535471,17.424689883333333,3,1.8222843124170849,1.052096338314036,-24.0328107,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,P.olivaris,20.6247089,-103.7009624,F-4,3.8,120,-103.7009624,2,NA,NA,-26.38260086,2,NA,NA,20.6247089,2,NA,NA,-26.38260086,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,P.olivaris,20.6247089,-103.7009624,F-4,3.8,160,-103.7009624,2,NA,NA,-26.38260086,2,NA,NA,20.6247089,2,NA,NA,-26.38260086,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,invertebrate,Palaemonidae,18.1430084,-92.47439726,I-2,2,NA,-98.58794928,2,8.645868180957432,6.11355202,-26.080122225,2,0.5805414060817786,0.41050476499999883,18.485166149999998,2,0.48388413052106305,0.3421577500000001,-25.66961746,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Palaemonidae,18.8273239,-104.7015013,I-2,2,NA,-98.58794928,2,8.645868180957432,6.11355202,-26.080122225,2,0.5805414060817786,0.41050476499999883,18.485166149999998,2,0.48388413052106305,0.3421577500000001,-26.49062699,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,Aquatic primary producer,periphyton,16.33467389,-126.2424685,A-1,1,NA,-132.11966216,6,8.529627009030582,3.8145651629821185,-17.852904213333332,6,4.194578702590803,1.712429584548824,16.071980713333332,6,0.6220946246017531,0.2539690670004244,-11.79371325,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,Aquatic primary producer,periphyton,16.37933004,-139.9614494,A-1,1,NA,-132.11966216,6,8.529627009030582,3.8145651629821185,-17.852904213333332,6,4.194578702590803,1.712429584548824,16.071980713333332,6,0.6220946246017531,0.2539690670004244,-18.05531085,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,Aquatic primary producer,periphyton,15.43038688,-130.3093207,A-1,1,NA,-132.11966216,6,8.529627009030582,3.8145651629821185,-17.852904213333332,6,4.194578702590803,1.712429584548824,16.071980713333332,6,0.6220946246017531,0.2539690670004244,-24.69362414,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,Aquatic primary producer,periphyton,15.16650964,-141.8326812,A-1,1,NA,-132.11966216,6,8.529627009030582,3.8145651629821185,-17.852904213333332,6,4.194578702590803,1.712429584548824,16.071980713333332,6,0.6220946246017531,0.2539690670004244,-15.87202487,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,Aquatic primary producer,periphyton,16.73759414,-122.252391,A-1,1,NA,-132.11966216,6,8.529627009030582,3.8145651629821185,-17.852904213333332,6,4.194578702590803,1.712429584548824,16.071980713333332,6,0.6220946246017531,0.2539690670004244,-18.37791269,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,Aquatic primary producer,periphyton,16.38338969,-132.11966216,A-1,1,NA,-132.11966216,6,8.529627009030582,3.8145651629821185,-17.852904213333332,6,4.194578702590803,1.712429584548824,16.071980713333332,6,0.6220946246017531,0.2539690670004244,-18.32483948,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,invertebrate,Thiaridae,17.80235795,-133.6106001,I-2,2,NA,-133.6106001,1,NA,NA,-25.47429232,1,NA,NA,17.80235795,1,NA,NA,-25.47429232,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Veliidae,15.82879608,-100.8327908,I-3,2,NA,-100.8327908,1,NA,NA,-28.57159102,1,NA,NA,15.82879608,1,NA,NA,-28.57159102,-92.7130851215,10,7.873110634564515,2.4896961875717456,-28.107862543,10,1.4841019918543852,0.4693142574252516,15.454326012,10,2.4852889024344944,0.7859173575232992
GC,fish,A.natalis,10.58817105,-89.94540758,F-3,3.33,120,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-27.64076789,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,10.58817105,-86.20266493,F-3,3.33,120,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-27.64076789,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,9.069484709,-81.39197625,F-3,3.33,120,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-28.67112522,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,8.755366002,-85.733137562,F-3,3.33,160,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-28.21249327,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,8.886858638,-80.32062335,F-3,3.33,160,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-27.47903657,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,8.974857556,-85.31149648,F-3,3.33,160,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-28.04252086,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,8.839318993,-85.14826673,F-3,3.33,160,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-27.77777596,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,8.79885972,-85.733137562,F-3,3.33,160,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-27.83340329,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,8.960696811,-72.68922056,F-3,3.33,160,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-27.53878445,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,9.460368828,-97.74745965,F-3,3.33,200,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-27.13291093,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,8.552058157,-87.32960969,F-3,3.33,200,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-27.69742536,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,fish,A.natalis,8.883824193,-91.2446504,F-3,3.33,80,-85.733137562,12,6.782638984824038,2.1448587738696188,-27.894972364166666,12,0.537531743538323,0.15517204841490984,9.196502975583334,12,0.6844526195672884,0.19758445207735925,-29.07265668,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,Aquatic primary producer,aquatic vegetation,7.45275802,-96.36421912,A-1,1,NA,-84.23925624333333,3,11.549738172334424,6.6682444428669765,-31.971206056666666,3,0.6591287260768663,0.3805481474310939,7.093032081666666,3,0.4586451391860842,0.2647988945715991,-32.19939769,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,Aquatic primary producer,aquatic vegetation,7.249774669,-73.36684671,A-1,1,NA,-84.23925624333333,3,11.549738172334424,6.6682444428669765,-31.971206056666666,3,0.6591287260768663,0.3805481474310939,7.093032081666666,3,0.4586451391860842,0.2647988945715991,-32.48591634,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,Aquatic primary producer,aquatic vegetation,6.576563556,-82.9867029,A-1,1,NA,-84.23925624333333,3,11.549738172334424,6.6682444428669765,-31.971206056666666,3,0.6591287260768663,0.3805481474310939,7.093032081666666,3,0.4586451391860842,0.2647988945715991,-31.22830414,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,invertebrate,Coenagrionidae,7.803561613,-101.0118598,I-3,3,NA,-101.0118598,1,NA,NA,-32.1682148,1,NA,NA,7.803561613,1,NA,NA,-32.1682148,-114.39090375,4,17.629972652792134,8.814986326396067,-31.074187475000002,4,5.398139773989988,2.699069886994994,6.37800967,4,1.3999036289154698,0.6999518144577349
GC,invertebrate,Corbiculidae,5.578987088,-96.35873068,I-2,2,NA,-89.392413563333335,3,7.616256488901618,4.3972477340845835,-32.278657833333334,3,0.6336325852329289,0.36582794365154997,5.903593487666667,3,0.32904166523862644,0.18997229400012372,-32.90239165,-95.83669151484848,11,15.797288774087784,4.763061778958419,-31.495098803636363,11,1.9390381438992181,0.5846419979546243,7.648011104545454,11,3.266707795076341,0.9849494596361291
GC,invertebrate,Corbiculidae,5.894895426,-81.26057968,I-2,2,NA,-89.392413563333335,3,7.616256488901618,4.3972477340845835,-32.278657833333334,3,0.6336325852329289,0.36582794365154997,5.903593487666667,3,0.32904166523862644,0.18997229400012372,-32.29801192,-95.83669151484848,11,15.797288774087784,4.763061778958419,-31.495098803636363,11,1.9390381438992181,0.5846419979546243,7.648011104545454,11,3.266707795076341,0.9849494596361291
GC,invertebrate,Corbiculidae,6.236897949,-90.55793033,I-2,2,NA,-89.392413563333335,3,7.616256488901618,4.3972477340845835,-32.278657833333334,3,0.6336325852329289,0.36582794365154997,5.903593487666667,3,0.32904166523862644,0.18997229400012372,-31.63556993,-95.83669151484848,11,15.797288774087784,4.763061778958419,-31.495098803636363,11,1.9390381438992181,0.5846419979546243,7.648011104545454,11,3.266707795076341,0.9849494596361291
GC,invertebrate,Corduliidae,9.019503884,-68.77821977,I-2,2,NA,-68.77821977,1,NA,NA,-31.77882925,1,NA,NA,9.019503884,1,NA,NA,-31.77882925,-95.83669151484848,11,15.797288774087784,4.763061778958419,-31.495098803636363,11,1.9390381438992181,0.5846419979546243,7.648011104545454,11,3.266707795076341,0.9849494596361291
GC,organic material,CPOM,1.792684585,-102.5984837,organic_material,1,NA,-87.67620304333333,3,16.547755662061665,9.553851185975457,-28.35322596,3,0.5291760672133689,0.305519944854346,1.6084015426666667,3,0.5509689981852406,0.3181020994173871,-28.49512091,-105.080038905,6,23.039600905366264,9.405877682585448,-28.814238006666667,6,0.6137986453991034,0.25058224767321885,5.954150139166667,6,4.806687760645774,1.9623220610772114
GC,organic material,CPOM,0.988911316,-69.8795718,organic_material,1,NA,-87.67620304333333,3,16.547755662061665,9.553851185975457,-28.35322596,3,0.5291760672133689,0.305519944854346,1.6084015426666667,3,0.5509689981852406,0.3181020994173871,-27.7675682,-105.080038905,6,23.039600905366264,9.405877682585448,-28.814238006666667,6,0.6137986453991034,0.25058224767321885,5.954150139166667,6,4.806687760645774,1.9623220610772114
GC,organic material,CPOM,2.043608727,-90.55055363,organic_material,1,NA,-87.67620304333333,3,16.547755662061665,9.553851185975457,-28.35322596,3,0.5291760672133689,0.305519944854346,1.6084015426666667,3,0.5509689981852406,0.3181020994173871,-28.79698877,-105.080038905,6,23.039600905366264,9.405877682585448,-28.814238006666667,6,0.6137986453991034,0.25058224767321885,5.954150139166667,6,4.806687760645774,1.9623220610772114
GC,invertebrate,Dogielinotidae,8.494403694,-122.1212857,I-2,2,NA,-122.1212857,1,NA,NA,-32.85119485,1,NA,NA,8.494403694,1,NA,NA,-32.85119485,-95.83669151484848,11,15.797288774087784,4.763061778958419,-31.495098803636363,11,1.9390381438992181,0.5846419979546243,7.648011104545454,11,3.266707795076341,0.9849494596361291
GC,invertebrate,Dystiscidae,7.249774669,-104.8086509,I-3,3,NA,-122.3936365,2,24.868925129655572,17.584985599999996,-31.750568445,2,8.906238438885177,6.297661594999999,6.0028707845,2,1.7633883844355953,1.2469038845,-25.45290685,-114.39090375,4,17.629972652792134,8.814986326396067,-31.074187475000002,4,5.398139773989988,2.699069886994994,6.37800967,4,1.3999036289154698,0.6999518144577349
GC,invertebrate,Dystiscidae,4.7559669,-139.9786221,I-3,3,NA,-122.3936365,2,24.868925129655572,17.584985599999996,-31.750568445,2,8.906238438885177,6.297661594999999,6.0028707845,2,1.7633883844355953,1.2469038845,-38.04823004,-114.39090375,4,17.629972652792134,8.814986326396067,-31.074187475000002,4,5.398139773989988,2.699069886994994,6.37800967,4,1.3999036289154698,0.6999518144577349
GC,fish,E.gracile,8.631897485,-86.17891713,F-3,3.2,80,-86.17891713,1,NA,NA,-30.58363718,1,NA,NA,8.631897485,1,NA,NA,-30.58363718,-84.2254045960679,36,7.353349833123895,1.2255583055206491,-28.032848828511906,36,1.2099661847670313,0.20166103079450523,10.054057085873016,36,2.1935920198131478,0.365598669968858
GC,Aquatic primary producer,Filamentous Algae,5.370903653,-146.9930743,A-1,1,NA,-148.71563714,6,14.469005146322841,6.470735814794432,-37.817891904999996,6,3.653003108653299,1.4913322741668866,4.809554386833334,6,1.1845772517416362,0.4836016379459041,-39.43910991,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,Aquatic primary producer,Filamentous Algae,2.926943309,-144.0873951,A-1,1,NA,-148.71563714,6,14.469005146322841,6.470735814794432,-37.817891904999996,6,3.653003108653299,1.4913322741668866,4.809554386833334,6,1.1845772517416362,0.4836016379459041,-30.82308491,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,Aquatic primary producer,Filamentous Algae,4.511029459,-136.6277236,A-1,1,NA,-148.71563714,6,14.469005146322841,6.470735814794432,-37.817891904999996,6,3.653003108653299,1.4913322741668866,4.809554386833334,6,1.1845772517416362,0.4836016379459041,-40.62202261,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,Aquatic primary producer,Filamentous Algae,6.22057768,-142.1725446,A-1,1,NA,-148.71563714,6,14.469005146322841,6.470735814794432,-37.817891904999996,6,3.653003108653299,1.4913322741668866,4.809554386833334,6,1.1845772517416362,0.4836016379459041,-38.6102524,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,Aquatic primary producer,Filamentous Algae,5.640188099,-173.6974481,A-1,1,NA,-148.71563714,6,14.469005146322841,6.470735814794432,-37.817891904999996,6,3.653003108653299,1.4913322741668866,4.809554386833334,6,1.1845772517416362,0.4836016379459041,-37.11012263,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,Aquatic primary producer,Filamentous Algae,4.187684121,-148.71563714,A-1,1,NA,-148.71563714,6,14.469005146322841,6.470735814794432,-37.817891904999996,6,3.653003108653299,1.4913322741668866,4.809554386833334,6,1.1845772517416362,0.4836016379459041,-40.30275897,-125.29435147133333,15,26.188320299072373,6.761795225563529,-33.790394802,15,4.0971096153961835,1.057869153867713,5.8571796804,15,2.334208555296074,0.6026900574157712
GC,organic material,FPOM,9.376415837,-115.1833222,organic_material,1,NA,-122.48387476666667,3,12.022865679428788,6.941404736448924,-29.275250053333334,3,0.1557186922230598,0.08990422887284007,10.299898735666666,3,0.8946835429068307,0.5165457843367869,-29.17773053,-105.080038905,6,23.039600905366264,9.405877682585448,-28.814238006666667,6,0.6137986453991034,0.25058224767321885,5.954150139166667,6,4.806687760645774,1.9623220610772114
GC,organic material,FPOM,10.36058764,-115.9079226,organic_material,1,NA,-122.48387476666667,3,12.022865679428788,6.941404736448924,-29.275250053333334,3,0.1557186922230598,0.08990422887284007,10.299898735666666,3,0.8946835429068307,0.5165457843367869,-29.19318257,-105.080038905,6,23.039600905366264,9.405877682585448,-28.814238006666667,6,0.6137986453991034,0.25058224767321885,5.954150139166667,6,4.806687760645774,1.9623220610772114
GC,organic material,FPOM,11.16269273,-136.3603795,organic_material,1,NA,-122.48387476666667,3,12.022865679428788,6.941404736448924,-29.275250053333334,3,0.1557186922230598,0.08990422887284007,10.299898735666666,3,0.8946835429068307,0.5165457843367869,-29.45483706,-105.080038905,6,23.039600905366264,9.405877682585448,-28.814238006666667,6,0.6137986453991034,0.25058224767321885,5.954150139166667,6,4.806687760645774,1.9623220610772114
GC,Terrestrial primary producer,grass,0.934850424,-68.92205409,T-1,1,NA,-85.59306369666666,3,16.902084383299226,9.758422968563579,-31.303249123333334,3,0.612053371387878,0.35336917872920937,2.398176682,3,2.287420512043448,1.3206428483781565,-31.57007995,-83.8425795,6,16.913657170303093,6.9049716252680975,-31.551442541666667,6,0.6607034430887071,0.2697310511445529,2.7229109916666667,6,1.8562650973663595,0.7578170526475525
GC,Terrestrial primary producer,grass,1.2255552220000001,-102.7171142,T-1,1,NA,-85.59306369666666,3,16.902084383299226,9.758422968563579,-31.303249123333334,3,0.612053371387878,0.35336917872920937,2.398176682,3,2.287420512043448,1.3206428483781565,-30.60307952,-83.8425795,6,16.913657170303093,6.9049716252680975,-31.551442541666667,6,0.6607034430887071,0.2697310511445529,2.7229109916666667,6,1.8562650973663595,0.7578170526475525
GC,Terrestrial primary producer,grass,5.0341244,-85.1400228,T-1,1,NA,-85.59306369666666,3,16.902084383299226,9.758422968563579,-31.303249123333334,3,0.612053371387878,0.35336917872920937,2.398176682,3,2.287420512043448,1.3206428483781565,-31.7365879,-83.8425795,6,16.913657170303093,6.9049716252680975,-31.551442541666667,6,0.6607034430887071,0.2697310511445529,2.7229109916666667,6,1.8562650973663595,0.7578170526475525
GC,invertebrate,Gyrinidae,5.702735498,-111.7644822,I-3,3,NA,-111.7644822,1,NA,NA,-28.62739821,1,NA,NA,5.702735498,1,NA,NA,-28.62739821,-114.39090375,4,17.629972652792134,8.814986326396067,-31.074187475000002,4,5.398139773989988,2.699069886994994,6.37800967,4,1.3999036289154698,0.6999518144577349
