site,date,order,family,genus,lowest_taxon,abun,total_abun
AR,2018-08-01,Odonata,Aeshnidae,Nasiaeschna,Nasiaeschna,17.204301075268816,1737.6344086021504
AR,2018-08-01,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,Paraleptophlebia,17.204301075268816,1737.6344086021504
AR,2018-08-01,Diptera,Ceratopogonidae,Probezzia,Probezzia,17.204301075268816,1737.6344086021504
AR,2018-08-01,Hemiptera,Veliidae,Rhagovelia,Rhagovelia,51.61290322580645,1737.6344086021504
AR,2018-08-01,Coleoptera,Scirtidae,NA,Scirtidae,94.6236559139785,1737.6344086021504
AR,2018-08-01,Trichoptera,Hydropsychidae,Smicridea,Smicridea,25.806451612903224,1737.6344086021504
AR,2018-08-01,Coleoptera,Elmidae,Stenelmis,Stenelmis,154.83870967741936,1737.6344086021504
AR,2018-08-01,Diptera,Chironomidae,NA,Chironomidae,77.41935483870968,1737.6344086021504
AR,2018-11-11,Ephemeroptera,Baetidae,Apobaetis,Apobaetis,1.075268817204301,30.64516129032258
AR,2018-11-11,Odonata,Coenagrionidae,Argia,Argia,0.5376344086021505,30.64516129032258
AR,2018-11-11,Hemiptera,Belostomatidae,Belostoma,Belostoma,0.5376344086021505,30.64516129032258
AR,2018-11-11,Ephemeroptera,Caenidae,Caenis,Caenis,3.7634408602150535,30.64516129032258
AR,2018-11-11,Diptera,Chironomidae,NA,Chironomidae,5.376344086021505,30.64516129032258
AR,2018-11-11,Bivalva,Corbiculidae,Corbicula,Corbicula,0.5376344086021505,30.64516129032258
AR,2018-11-11,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,1.075268817204301,30.64516129032258
AR,2018-11-11,Ephemeroptera,Baetidae,Fallceon,Fallceon,1.6129032258064515,30.64516129032258
AR,2018-11-11,Coleoptera,Helophoridae,Helophorus,Helophorus,0.5376344086021505,30.64516129032258
AR,2018-11-11,Coleoptera,Elmidae,Heterelmis,Heterelmis,0.5376344086021505,30.64516129032258
AR,2018-11-11,Ephemeroptera,Isonychiidae,Isonychia,Isonychia,0.5376344086021505,30.64516129032258
AR,2018-11-11,Trichoptera,Leptoceridae,NA,Leptoceridae,0.5376344086021505,30.64516129032258
AR,2018-11-11,Odonata,Aeshnidae,Nasiaeschna,Nasiaeschna,0.5376344086021505,30.64516129032258
AR,2018-11-11,Decapoda,Palaemonidae,Palaemon,Palaemon,1.6129032258064515,30.64516129032258
AR,2018-11-11,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,Paraleptophlebia,0.5376344086021505,30.64516129032258
AR,2018-11-11,Diptera,Ceratopogonidae,Probezzia,Probezzia,0.5376344086021505,30.64516129032258
AR,2018-11-11,Decapoda,Cambaridae,Procambarus,Procambarus,0.5376344086021505,30.64516129032258
AR,2018-11-11,Coleoptera,Scirtidae,NA,Scirtidae,0.5376344086021505,30.64516129032258
AR,2018-11-11,Diptera,Simuliidae,Simulium,Simulium,1.075268817204301,30.64516129032258
AR,2018-11-11,Trichoptera,Hydropsychidae,Smicridea,Smicridea,2.150537634408602,30.64516129032258
AR,2018-11-11,Coleoptera,Elmidae,Stenelmis,Stenelmis,1.6129032258064515,30.64516129032258
AR,2018-11-11,Diptera,Chironomidae,NA,Chironomidae,2.6881720430107525,30.64516129032258
AR,2018-11-11,Ephemeroptera,Leptohyphidae,Tricorythodes,Tricorythodes,2.150537634408602,30.64516129032258
EMC,2017-11-03,Ephemeroptera,Baetidae,NA,Baetidae,137.63440860215053,5402.1505376344085
EMC,2017-11-03,Hemiptera,Belostomatidae,Belostoma,Belostoma,17.204301075268816,5402.1505376344085
EMC,2017-11-03,Ephemeroptera,Caenidae,Caenis,Caenis,808.6021505376343,5402.1505376344085
EMC,2017-11-03,Diptera,Chironomidae,NA,Chironomidae,189.247311827957,5402.1505376344085
EMC,2017-11-03,Diptera,Chironomidae,NA,Chironomidae,929.0322580645161,5402.1505376344085
EMC,2017-11-03,Coleoptera,Gyrinidae,Dineutus,Dineutus,17.204301075268816,5402.1505376344085
EMC,2017-11-03,Odonata,Coenagrionidae,Enallagma,Enallagma,137.63440860215053,5402.1505376344085
EMC,2017-11-03,Amphipoda,Hyalellidae,Hyalella,Hyalella,2563.440860215054,5402.1505376344085
EMC,2017-11-03,Coleoptera,Hydrophilidae,Hydrochara,Hydrochara,17.204301075268816,5402.1505376344085
EMC,2017-11-03,Coleoptera,Hydrochidae,Hydrochus,Hydrochus,17.204301075268816,5402.1505376344085
EMC,2017-11-03,Odonata,Libellulidae,NA,Libellulidae,34.40860215053763,5402.1505376344085
EMC,2017-11-03,Hemiptera,Mesoveliidae,Mesovelia,Mesovelia,17.204301075268816,5402.1505376344085
EMC,2017-11-03,Trichoptera,Hydroptilidae,Ochrotrichia,Ochrotrichia,34.40860215053763,5402.1505376344085
EMC,2017-11-03,Trichoptera,Hydroptilidae,Oxyethira,Oxyethira,51.61290322580645,5402.1505376344085
EMC,2017-11-03,Hemiptera,Naucoridae,Pelocoris,Pelocoris,34.40860215053763,5402.1505376344085
EMC,2017-11-03,Diptera,Psychodidae,NA,Psychodidae,17.204301075268816,5402.1505376344085
EMC,2017-11-03,Coleoptera,Scirtidae,NA,Scirtidae,17.204301075268816,5402.1505376344085
EMC,2017-11-03,Diptera,Chironomidae,NA,Chironomidae,309.6774193548387,5402.1505376344085
EMC,2017-11-03,Hemiptera,Corixidae,Trichocorixa,Trichocorixa,34.40860215053763,5402.1505376344085
EMC,2017-11-03,Unionoida,Unionidae,NA,Unionidae,17.204301075268816,5402.1505376344085
EMC,2017-12-02,Odonata,Coenagrionidae,Argia,Argia,189.247311827957,3303.2258064516127
EMC,2017-12-02,Ephemeroptera,Caenidae,Caenis,Caenis,154.83870967741936,3303.2258064516127
EMC,2017-12-02,Diptera,Chironomidae,NA,Chironomidae,51.61290322580645,3303.2258064516127
EMC,2017-12-02,Cladocera,NA,NA,Cladocera,877.4193548387096,3303.2258064516127
EMC,2017-12-02,Arthropoda,NA,NA,Collembola,34.40860215053763,3303.2258064516127
EMC,2017-12-02,Odonata,Coenagrionidae,Enallagma,Enallagma,34.40860215053763,3303.2258064516127
EMC,2017-12-02,Bivalva,Pisidiidae,Eupera,Eupera,68.81720430107526,3303.2258064516127
EMC,2017-12-02,Diptera,Ceratopogonidae,Forcipomyia,Forcipomyia,17.204301075268816,3303.2258064516127
EMC,2017-12-02,Amphipoda,Hyalellidae,Hyalella,Hyalella,1083.8709677419354,3303.2258064516127
EMC,2017-12-02,Odonata,Corduliidae,Macromia,Macromia,17.204301075268816,3303.2258064516127
EMC,2017-12-02,Coleoptera,Elmidae,Microcylloepus,Microcylloepus,17.204301075268816,3303.2258064516127
EMC,2017-12-02,Hemiptera,Veliidae,Microvelia,Microvelia,17.204301075268816,3303.2258064516127
EMC,2017-12-02,Gastropoda,Physidae,Physa,Physa,68.81720430107526,3303.2258064516127
EMC,2017-12-02,Bivalva,Pisidiidae,NA,Pisidiidae,17.204301075268816,3303.2258064516127
EMC,2017-12-02,Coleoptera,Scirtidae,NA,Scirtidae,240.86021505376343,3303.2258064516127
EMC,2017-12-02,Ephemeroptera,Heptageniidae,Stenacron,Stenacron,86.02150537634408,3303.2258064516127
EMC,2017-12-02,Coleoptera,Elmidae,Stenelmis,Stenelmis,172.04301075268816,3303.2258064516127
EMC,2017-12-02,Coleoptera,Noteridae,Suphisellus,Suphisellus,17.204301075268816,3303.2258064516127
EMC,2017-12-02,Diptera,Chironomidae,NA,Chironomidae,137.63440860215053,3303.2258064516127
EMC,2018-01-04,Ephemeroptera,Baetidae,NA,Baetidae,25.806451612903224,2012.9032258064515
EMC,2018-01-04,Ephemeroptera,Caenidae,Caenis,Caenis,541.9354838709677,2012.9032258064515
EMC,2018-01-04,Diptera,Chironomidae,NA,Chironomidae,129.03225806451613,2012.9032258064515
EMC,2018-01-04,Cladocera,NA,NA,Cladocera,43.01075268817204,2012.9032258064515
EMC,2018-01-04,Odonata,Coenagrionidae,Enallagma,Enallagma,232.25806451612902,2012.9032258064515
EMC,2018-01-04,Diptera,Ceratopogonidae,Forcipomyia,Forcipomyia,17.204301075268816,2012.9032258064515
EMC,2018-01-04,Amphipoda,Hyalellidae,Hyalella,Hyalella,851.6129032258065,2012.9032258064515
EMC,2018-01-04,Trichoptera,Hydroptilidae,Ochrotrichia,Ochrotrichia,51.61290322580645,2012.9032258064515
EMC,2018-01-04,Diptera,Stratiomyidae,Odontomyia,Odontomyia,8.602150537634408,2012.9032258064515
EMC,2018-01-04,Gastropoda,Physidae,Physa,Physa,43.01075268817204,2012.9032258064515
EMC,2018-01-04,Coleoptera,Scirtidae,NA,Scirtidae,17.204301075268816,2012.9032258064515
EMC,2018-01-04,Diptera,Chironomidae,NA,Chironomidae,17.204301075268816,2012.9032258064515
EMC,2018-01-04,Hemiptera,Corixidae,Trichocorixa,Trichocorixa,34.40860215053763,2012.9032258064515
EMC,2018-02-09,Coleoptera,Hydrophilidae,Berosus,Berosus,2.6881720430107525,430.1075268817204
EMC,2018-02-09,Ephemeroptera,Caenidae,Caenis,Caenis,313.9784946236559,430.1075268817204
EMC,2018-02-09,Diptera,Chironomidae,NA,Chironomidae,53.225806451612904,430.1075268817204
EMC,2018-02-09,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,13.978494623655914,430.1075268817204
EMC,2018-02-09,Amphipoda,Hyalellidae,Hyalella,Hyalella,23.118279569892472,430.1075268817204
EMC,2018-02-09,Trichoptera,Hydroptilidae,Ochrotrichia,Ochrotrichia,5.376344086021505,430.1075268817204
EMC,2018-02-09,Gastropoda,Physidae,Physa,Physa,3.225806451612903,430.1075268817204
EMC,2018-02-09,Trichoptera,Leptoceridae,Setodes,Setodes,2.6881720430107525,430.1075268817204
EMC,2018-02-09,Ephemeroptera,Heptageniidae,Stenacron,Stenacron,2.6881720430107525,430.1075268817204
EMC,2018-02-09,Diptera,Tabanidae,NA,Tabanidae,2.6881720430107525,430.1075268817204
EMC,2018-02-09,Hemiptera,Corixidae,Trichocorixa,Trichocorixa,2.6881720430107525,430.1075268817204
EMC,2018-02-09,Architaenioglossa,Viviparidae,NA,Viviparidae,3.7634408602150535,430.1075268817204
EMC,2018-03-02,Hemiptera,Belostomatidae,Belostoma,Belostoma,1.075268817204301,2.150537634408602
EMC,2018-03-02,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,0.5376344086021505,2.150537634408602
EMC,2018-03-02,Hemiptera,Pleidae,Paraplea,Paraplea,0.5376344086021505,2.150537634408602
EMC,2018-03-31,Hemiptera,Belostomatidae,Belostoma,Belostoma,0.5376344086021505,60.75268817204301
EMC,2018-03-31,Ephemeroptera,Caenidae,Caenis,Caenis,2.150537634408602,60.75268817204301
EMC,2018-03-31,Ephemeroptera,Baetidae,Callibaetis,Callibaetis,14.516129032258064,60.75268817204301
EMC,2018-03-31,Diptera,Chironomidae,NA,Chironomidae,1.075268817204301,60.75268817204301
EMC,2018-03-31,Bivalva,Corbiculidae,Corbicula,Corbicula,1.6129032258064515,60.75268817204301
EMC,2018-03-31,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,0.5376344086021505,60.75268817204301
EMC,2018-03-31,Odonata,Coenagrionidae,Enallagma,Enallagma,3.225806451612903,60.75268817204301
EMC,2018-03-31,Amphipoda,Hyalellidae,Hyalella,Hyalella,24.193548387096772,60.75268817204301
EMC,2018-03-31,Trichoptera,Hydroptilidae,Ochrotrichia,Ochrotrichia,1.075268817204301,60.75268817204301
EMC,2018-03-31,Decapoda,Palaemonidae,Palaemon,Palaemon,0.5376344086021505,60.75268817204301
EMC,2018-03-31,Coleoptera,Haliplidae,Peltodytes,Peltodytes,5.913978494623656,60.75268817204301
EMC,2018-03-31,Gastropoda,Physidae,Physa,Physa,3.7634408602150535,60.75268817204301
EMC,2018-03-31,Bivalva,Pisidiidae,NA,Pisidiidae,0.5376344086021505,60.75268817204301
EMC,2018-03-31,Coleoptera,Scirtidae,NA,Scirtidae,0.5376344086021505,60.75268817204301
EMC,2018-03-31,Diptera,Chironomidae,NA,Chironomidae,0.5376344086021505,60.75268817204301
EMC,2018-05-04,Coleoptera,Hydrophilidae,Berosus,Berosus,5.913978494623656,1003.763440860215
EMC,2018-05-04,Ephemeroptera,Caenidae,Caenis,Caenis,224.19354838709677,1003.763440860215
EMC,2018-05-04,Diptera,Chironomidae,NA,Chironomidae,86.02150537634408,1003.763440860215
EMC,2018-05-04,Ephemeroptera,Baetidae,Cloeon,Cloeon,5.913978494623656,1003.763440860215
EMC,2018-05-04,Coleoptera,Dytiscidae,NA,Dytiscidae,5.376344086021505,1003.763440860215
EMC,2018-05-04,Odonata,Coenagrionidae,Enallagma,Enallagma,131.72043010752688,1003.763440860215
EMC,2018-05-04,Coleoptera,Helophoridae,Helophorus,Helophorus,5.376344086021505,1003.763440860215
EMC,2018-05-04,Amphipoda,Hyalellidae,Hyalella,Hyalella,455.3763440860215,1003.763440860215
EMC,2018-05-04,Coleoptera,Hydrochidae,Hydrochus,Hydrochus,10.75268817204301,1003.763440860215
EMC,2018-05-04,Coleoptera,Hydrophilidae,NA,Hydrophilidae,5.376344086021505,1003.763440860215
EMC,2018-05-04,Odonata,Corduliidae,Macromia,Macromia,5.913978494623656,1003.763440860215
EMC,2018-05-04,Decapoda,Palaemonidae,Palaemon,Palaemon,6.451612903225806,1003.763440860215
EMC,2018-05-04,Coleoptera,Scirtidae,NA,Scirtidae,17.204301075268816,1003.763440860215
EMC,2018-05-04,Diptera,Chironomidae,NA,Chironomidae,10.75268817204301,1003.763440860215
EMC,2018-05-04,Arthropoda,Mysidae,Taphromysis,Taphromysis,22.043010752688172,1003.763440860215
EMC,2018-05-04,Trichoptera,Leptoceridae,Triaenodes,Triaenodes,5.376344086021505,1003.763440860215
EMC,2018-06-04,Ephemeroptera,Baetidae,NA,Baetidae,163.44086021505376,782.7956989247311
EMC,2018-06-04,Ephemeroptera,Caenidae,Caenis,Caenis,232.25806451612902,782.7956989247311
EMC,2018-06-04,Diptera,Chironomidae,NA,Chironomidae,4.301075268817204,782.7956989247311
EMC,2018-06-04,Diptera,Chironomidae,NA,Chironomidae,116.12903225806451,782.7956989247311
EMC,2018-06-04,Odonata,Coenagrionidae,Enallagma,Enallagma,12.903225806451612,782.7956989247311
EMC,2018-06-04,Coleoptera,Helophoridae,Helophorus,Helophorus,4.301075268817204,782.7956989247311
EMC,2018-06-04,Amphipoda,Hyalellidae,Hyalella,Hyalella,150.53763440860214,782.7956989247311
EMC,2018-06-04,Coleoptera,Hydrochidae,Hydrochus,Hydrochus,12.903225806451612,782.7956989247311
EMC,2018-06-04,Decapoda,Palaemonidae,Palaemon,Palaemon,43.01075268817204,782.7956989247311
EMC,2018-06-04,Gastropoda,Physidae,Physa,Physa,30.10752688172043,782.7956989247311
EMC,2018-06-04,Coleoptera,Scirtidae,NA,Scirtidae,4.301075268817204,782.7956989247311
EMC,2018-06-04,Hemiptera,Corixidae,Trichocorixa,Trichocorixa,4.301075268817204,782.7956989247311
EMC,2018-06-04,Coleoptera,Dytiscidae,Uvarus,Uvarus,4.301075268817204,782.7956989247311
EMC,2018-07-05,Hemiptera,Belostomatidae,Belostoma,Belostoma,5.376344086021505,1669.3548387096773
EMC,2018-07-05,Coleoptera,Hydrophilidae,Berosus,Berosus,5.376344086021505,1669.3548387096773
EMC,2018-07-05,Ephemeroptera,Caenidae,Caenis,Caenis,181.72043010752688,1669.3548387096773
EMC,2018-07-05,Ephemeroptera,Baetidae,Callibaetis,Callibaetis,217.2043010752688,1669.3548387096773
EMC,2018-07-05,Diptera,Chironomidae,NA,Chironomidae,155.91397849462365,1669.3548387096773
EMC,2018-07-05,Cladocera,NA,NA,Cladocera,10.75268817204301,1669.3548387096773
EMC,2018-07-05,Bivalva,Corbiculidae,Corbicula,Corbicula,5.376344086021505,1669.3548387096773
EMC,2018-07-05,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,5.913978494623656,1669.3548387096773
EMC,2018-07-05,Odonata,Coenagrionidae,Enallagma,Enallagma,5.913978494623656,1669.3548387096773
EMC,2018-07-05,Ephemeroptera,Baetidae,Fallceon,Fallceon,5.913978494623656,1669.3548387096773
EMC,2018-07-05,Amphipoda,Hyalellidae,Hyalella,Hyalella,799.4623655913978,1669.3548387096773
EMC,2018-07-05,Odonata,Coenagrionidae,Ischnura,Ischnura,6.451612903225806,1669.3548387096773
EMC,2018-07-05,Odonata,Libellulidae,NA,Libellulidae,11.29032258064516,1669.3548387096773
EMC,2018-07-05,Diptera,Stratiomyidae,Odontomyia,Odontomyia,5.376344086021505,1669.3548387096773
EMC,2018-07-05,Decapoda,Palaemonidae,Palaemon,Palaemon,132.79569892473117,1669.3548387096773
EMC,2018-07-05,Coleoptera,Haliplidae,Peltodytes,Peltodytes,5.376344086021505,1669.3548387096773
EMC,2018-07-05,Gastropoda,Physidae,Physa,Physa,56.98924731182795,1669.3548387096773
EMC,2018-07-05,Hemiptera,Nepidae,Ranatra,Ranatra,6.451612903225806,1669.3548387096773
EMC,2018-07-05,Coleoptera,Scirtidae,NA,Scirtidae,5.376344086021505,1669.3548387096773
EMC,2018-07-05,Coleoptera,Elmidae,Stenelmis,Stenelmis,5.913978494623656,1669.3548387096773
EMC,2018-07-05,Diptera,Chironomidae,NA,Chironomidae,29.032258064516128,1669.3548387096773
EMC,2018-07-05,Architaenioglossa,Viviparidae,NA,Viviparidae,5.376344086021505,1669.3548387096773
EMC,2018-07-27,Ephemeroptera,Baetidae,NA,Baetidae,6.989247311827957,198.38709677419354
EMC,2018-07-27,Ephemeroptera,Caenidae,Caenis,Caenis,34.40860215053763,198.38709677419354
EMC,2018-07-27,Diptera,Ceratopogonidae,Ceratopogon,Ceratopogon,1.6129032258064515,198.38709677419354
EMC,2018-07-27,Diptera,Chironomidae,NA,Chironomidae,3.225806451612903,198.38709677419354
EMC,2018-07-27,Diptera,Chironomidae,NA,Chironomidae,45.69892473118279,198.38709677419354
EMC,2018-07-27,Odonata,Coenagrionidae,Enallagma,Enallagma,4.301075268817204,198.38709677419354
EMC,2018-07-27,Odonata,Corduliidae,Epitheca,Epitheca,1.075268817204301,198.38709677419354
EMC,2018-07-27,Amphipoda,Hyalellidae,Hyalella,Hyalella,55.376344086021504,198.38709677419354
EMC,2018-07-27,Coleoptera,Hydrochidae,Hydrochus,Hydrochus,1.075268817204301,198.38709677419354
EMC,2018-07-27,Decapoda,Palaemonidae,Palaemon,Palaemon,14.516129032258064,198.38709677419354
EMC,2018-07-27,Coleoptera,Haliplidae,Peltodytes,Peltodytes,3.7634408602150535,198.38709677419354
EMC,2018-07-27,Gastropoda,Physidae,Physa,Physa,10.75268817204301,198.38709677419354
EMC,2018-07-27,Coleoptera,Scirtidae,NA,Scirtidae,1.075268817204301,198.38709677419354
EMC,2018-07-27,Diptera,Chironomidae,NA,Chironomidae,14.516129032258064,198.38709677419354
GC,2017-11-04,Ephemeroptera,Caenidae,Caenis,Caenis,189.247311827957,1324.731182795699
GC,2017-11-04,Decapoda,Cambaridae,NA,Cambaridae,8.602150537634408,1324.731182795699
GC,2017-11-04,Diptera,Chironomidae,NA,Chironomidae,240.86021505376343,1324.731182795699
GC,2017-11-04,Bivalva,Corbiculidae,Corbicula,Corbicula,17.204301075268816,1324.731182795699
GC,2017-11-04,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,43.01075268817204,1324.731182795699
GC,2017-11-04,Odonata,Coenagrionidae,Enallagma,Enallagma,17.204301075268816,1324.731182795699
GC,2017-11-04,Diptera,Ceratopogonidae,Forcipomyia,Forcipomyia,8.602150537634408,1324.731182795699
GC,2017-11-04,Hemiptera,Hebridae,NA,Hebridae,8.602150537634408,1324.731182795699
GC,2017-11-04,Amphipoda,Hyalellidae,Hyalella,Hyalella,447.31182795698925,1324.731182795699
GC,2017-11-04,Odonata,Libellulidae,NA,Libellulidae,8.602150537634408,1324.731182795699
GC,2017-11-04,Coleoptera,Elmidae,Microcylloepus,Microcylloepus,34.40860215053763,1324.731182795699
GC,2017-11-04,Decapoda,Palaemonidae,Palaemon,Palaemon,34.40860215053763,1324.731182795699
GC,2017-11-04,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,Paraleptophlebia,8.602150537634408,1324.731182795699
GC,2017-11-04,Coleoptera,Haliplidae,Peltodytes,Peltodytes,8.602150537634408,1324.731182795699
GC,2017-11-04,Gastropoda,Physidae,Physa,Physa,8.602150537634408,1324.731182795699
GC,2017-11-04,Diptera,Ceratopogonidae,Probezzia,Probezzia,8.602150537634408,1324.731182795699
GC,2017-11-04,Hemiptera,Gerridae,Rheumatobates,Rheumatobates,8.602150537634408,1324.731182795699
GC,2017-11-04,Coleoptera,Scirtidae,NA,Scirtidae,103.2258064516129,1324.731182795699
GC,2017-11-04,Ephemeroptera,Heptageniidae,Stenacron,Stenacron,8.602150537634408,1324.731182795699
GC,2017-11-04,Coleoptera,Elmidae,Stenelmis,Stenelmis,8.602150537634408,1324.731182795699
GC,2017-11-04,Diptera,Chironomidae,NA,Chironomidae,103.2258064516129,1324.731182795699
GC,2017-12-03,Odonata,Coenagrionidae,Argia,Argia,34.40860215053763,1399.4623655913979
GC,2017-12-03,Ephemeroptera,Baetidae,NA,Baetidae,22.58064516129032,1399.4623655913979
GC,2017-12-03,Coleoptera,Hydrophilidae,Berosus,Berosus,11.29032258064516,1399.4623655913979
GC,2017-12-03,Ephemeroptera,Caenidae,Caenis,Caenis,138.70967741935482,1399.4623655913979
GC,2017-12-03,Trichoptera,Philopotamidae,Chimarra,Chimarra,11.29032258064516,1399.4623655913979
GC,2017-12-03,Diptera,Chironomidae,NA,Chironomidae,148.38709677419354,1399.4623655913979
GC,2017-12-03,Coleoptera,Gyrinidae,Dineutus,Dineutus,11.29032258064516,1399.4623655913979
GC,2017-12-03,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,23.118279569892472,1399.4623655913979
GC,2017-12-03,Odonata,Coenagrionidae,Enallagma,Enallagma,11.827956989247312,1399.4623655913979
GC,2017-12-03,Ephemeroptera,Baetidae,Fallceon,Fallceon,113.9784946236559,1399.4623655913979
GC,2017-12-03,Gastropoda,Hydrobiidae,NA,Hydrobiidae,12.365591397849462,1399.4623655913979
GC,2017-12-03,Coleoptera,Hydrochidae,Hydrochus,Hydrochus,57.526881720430104,1399.4623655913979
GC,2017-12-03,Coleoptera,Dytiscidae,Neoporus,Neoporus,11.29032258064516,1399.4623655913979
GC,2017-12-03,Trichoptera,Leptoceridae,Oecetis,Oecetis,11.29032258064516,1399.4623655913979
GC,2017-12-03,Diptera,Tipulidae,Ormosia,Ormosia,12.365591397849462,1399.4623655913979
GC,2017-12-03,Decapoda,Palaemonidae,Palaemon,Palaemon,22.58064516129032,1399.4623655913979
GC,2017-12-03,Coleoptera,Hydrophilidae,Paracymus,Paracymus,11.29032258064516,1399.4623655913979
GC,2017-12-03,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,Paraleptophlebia,46.236559139784944,1399.4623655913979
GC,2017-12-03,Diptera,Ceratopogonidae,Probezzia,Probezzia,11.827956989247312,1399.4623655913979
GC,2017-12-03,Coleoptera,Scirtidae,NA,Scirtidae,526.8817204301075,1399.4623655913979
GC,2017-12-03,Coleoptera,Elmidae,Stenelmis,Stenelmis,23.118279569892472,1399.4623655913979
GC,2017-12-03,Ephemeroptera,Heptageniidae,Stenonema,Stenonema,23.118279569892472,1399.4623655913979
GC,2017-12-03,Diptera,Chironomidae,NA,Chironomidae,45.16129032258064,1399.4623655913979
GC,2017-12-03,Architaenioglossa,Viviparidae,NA,Viviparidae,57.526881720430104,1399.4623655913979
GC,2018-01-04,Odonata,Coenagrionidae,Acanthagrion,Acanthagrion,11.29032258064516,1261.8279569892472
GC,2018-01-04,Ephemeroptera,Baetidae,NA,Baetidae,22.58064516129032,1261.8279569892472
GC,2018-01-04,Ephemeroptera,Caenidae,Caenis,Caenis,112.9032258064516,1261.8279569892472
GC,2018-01-04,Diptera,Chironomidae,NA,Chironomidae,292.47311827956986,1261.8279569892472
GC,2018-01-04,Bivalva,Corbiculidae,Corbicula,Corbicula,5.376344086021505,1261.8279569892472
GC,2018-01-04,Amphipoda,Hyalellidae,Hyalella,Hyalella,466.66666666666663,1261.8279569892472
GC,2018-01-04,Diptera,Tipulidae,Megistocera,Megistocera,27.419354838709676,1261.8279569892472
GC,2018-01-04,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche,6.451612903225806,1261.8279569892472
GC,2018-01-04,Trichoptera,Hydroptilidae,Ochrotrichia,Ochrotrichia,5.376344086021505,1261.8279569892472
GC,2018-01-04,Coleoptera,Hydraenidae,Ochthebius,Ochthebius,5.376344086021505,1261.8279569892472
GC,2018-01-04,Diptera,Chironomidae,NA,Chironomidae,5.913978494623656,1261.8279569892472
GC,2018-01-04,Decapoda,Palaemonidae,Palaemon,Palaemon,11.29032258064516,1261.8279569892472
GC,2018-01-04,Coleoptera,Haliplidae,Peltodytes,Peltodytes,5.913978494623656,1261.8279569892472
GC,2018-01-04,Gastropoda,Physidae,Physa,Physa,11.29032258064516,1261.8279569892472
GC,2018-01-04,Hemiptera,Nepidae,Ranatra,Ranatra,5.913978494623656,1261.8279569892472
GC,2018-01-04,Coleoptera,Scirtidae,NA,Scirtidae,179.03225806451613,1261.8279569892472
GC,2018-01-04,Ephemeroptera,Heptageniidae,Stenacron,Stenacron,6.451612903225806,1261.8279569892472
GC,2018-01-04,Coleoptera,Elmidae,Stenelmis,Stenelmis,11.827956989247312,1261.8279569892472
GC,2018-01-04,Ephemeroptera,Heptageniidae,Stenonema,Stenonema,28.494623655913976,1261.8279569892472
GC,2018-01-04,Diptera,Chironomidae,NA,Chironomidae,39.784946236559136,1261.8279569892472
GC,2018-02-11,Odonata,Coenagrionidae,Argia,Argia,17.204301075268816,2408.6021505376343
GC,2018-02-11,Ephemeroptera,Baetidae,NA,Baetidae,172.04301075268816,2408.6021505376343
GC,2018-02-11,Ephemeroptera,Caenidae,Caenis,Caenis,189.247311827957,2408.6021505376343
GC,2018-02-11,Diptera,Chironomidae,NA,Chironomidae,34.40860215053763,2408.6021505376343
GC,2018-02-11,Diptera,Chironomidae,NA,Chironomidae,412.9032258064516,2408.6021505376343
GC,2018-02-11,Cladocera,NA,NA,Cladocera,17.204301075268816,2408.6021505376343
GC,2018-02-11,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,34.40860215053763,2408.6021505376343
GC,2018-02-11,Odonata,Coenagrionidae,Enallagma,Enallagma,34.40860215053763,2408.6021505376343
GC,2018-02-11,Amphipoda,Hyalellidae,Hyalella,Hyalella,843.010752688172,2408.6021505376343
GC,2018-02-11,Ephemeroptera,Leptophlebiidae,NA,Leptophlebiidae,120.43010752688171,2408.6021505376343
GC,2018-02-11,Trichoptera,Leptoceridae,Oecetis,Oecetis,34.40860215053763,2408.6021505376343
GC,2018-02-11,Decapoda,Palaemonidae,Palaemon,Palaemon,17.204301075268816,2408.6021505376343
GC,2018-02-11,Gastropoda,Physidae,Physa,Physa,51.61290322580645,2408.6021505376343
GC,2018-02-11,Coleoptera,Scirtidae,NA,Scirtidae,137.63440860215053,2408.6021505376343
GC,2018-02-11,Ephemeroptera,Heptageniidae,Stenacron,Stenacron,34.40860215053763,2408.6021505376343
GC,2018-02-11,Coleoptera,Elmidae,Stenelmis,Stenelmis,137.63440860215053,2408.6021505376343
GC,2018-02-11,Ephemeroptera,Heptageniidae,Stenonema,Stenonema,17.204301075268816,2408.6021505376343
GC,2018-02-11,Diptera,Chironomidae,NA,Chironomidae,17.204301075268816,2408.6021505376343
GC,2018-02-11,Architaenioglossa,Viviparidae,NA,Viviparidae,86.02150537634408,2408.6021505376343
GC,2018-03-02,Odonata,Coenagrionidae,Argia,Argia,17.204301075268816,1410.752688172043
