site,guild,density_total_mean,density_total_sd,lowest_taxon,density_mean,density_sd,date,stream_area,order,family,genus,species,abun,total_abun,month,density,density_total
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Neoporus,5.376344086021505,NA,2018-05-04,NA,Coleoptera,Dytiscidae,Neoporus,NA,5.376344086021505,716.6666666666666,May,5.376344086021505,716.6666666666666
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Ormosia,68.81720430107526,NA,2018-06-06,NA,Diptera,Tipulidae,Ormosia,NA,68.81720430107526,2692.47311827957,June,68.81720430107526,2692.47311827957
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Palaemon,25.268817204301072,NA,2018-07-05,NA,Decapoda,Palaemonidae,Palaemon,NA,25.268817204301072,430.1075268817204,July,25.268817204301072,430.1075268817204
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Paraleptophlebia,6.989247311827957,NA,2018-07-05,NA,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,NA,6.989247311827957,430.1075268817204,July,6.989247311827957,430.1075268817204
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Peltodytes,8.602150537634408,NA,2018-06-06,NA,Coleoptera,Haliplidae,Peltodytes,NA,8.602150537634408,2692.47311827957,June,8.602150537634408,2692.47311827957
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Phyllogomphoides,3.225806451612903,NA,2018-07-05,NA,Odonata,Gomphidae,Phyllogomphoides,NA,3.225806451612903,430.1075268817204,July,3.225806451612903,430.1075268817204
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Probezzia,4.838709677419354,2.2809896167307984,2018-05-04,NA,Diptera,Ceratopogonidae,Probezzia,NA,6.451612903225806,716.6666666666666,May,6.451612903225806,716.6666666666666
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Probezzia,4.838709677419354,2.2809896167307984,2018-07-05,NA,Diptera,Ceratopogonidae,Probezzia,NA,3.225806451612903,430.1075268817204,July,3.225806451612903,430.1075268817204
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Scirtidae,27.956989247311824,28.44893882865151,2018-05-04,NA,Coleoptera,Scirtidae,NA,NA,17.204301075268816,716.6666666666666,May,17.204301075268816,716.6666666666666
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Scirtidae,27.956989247311824,28.44893882865151,2018-06-06,NA,Coleoptera,Scirtidae,NA,NA,60.21505376344086,2692.47311827957,June,60.21505376344086,2692.47311827957
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Scirtidae,27.956989247311824,28.44893882865151,2018-07-05,NA,Coleoptera,Scirtidae,NA,NA,6.451612903225806,430.1075268817204,July,6.451612903225806,430.1075268817204
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Stenacron,3.7634408602150535,NA,2018-07-05,NA,Ephemeroptera,Heptageniidae,Stenacron,NA,3.7634408602150535,430.1075268817204,July,3.7634408602150535,430.1075268817204
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Stenelmis,14.336917562724013,10.290234566276409,2018-05-04,NA,Coleoptera,Elmidae,Stenelmis,NA,5.913978494623656,716.6666666666666,May,5.913978494623656,716.6666666666666
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Stenelmis,14.336917562724013,10.290234566276409,2018-06-06,NA,Coleoptera,Elmidae,Stenelmis,NA,25.806451612903224,2692.47311827957,June,25.806451612903224,2692.47311827957
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Stenelmis,14.336917562724013,10.290234566276409,2018-07-05,NA,Coleoptera,Elmidae,Stenelmis,NA,11.29032258064516,430.1075268817204,July,11.29032258064516,430.1075268817204
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Stenonema,40.32258064516129,NA,2018-05-04,NA,Ephemeroptera,Heptageniidae,Stenonema,NA,40.32258064516129,716.6666666666666,May,40.32258064516129,716.6666666666666
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Telebasis,3.225806451612903,NA,2018-07-05,NA,Odonata,Coenagrionidae,Telebasis,NA,3.225806451612903,430.1075268817204,July,3.225806451612903,430.1075268817204
Sub-Humid,invertebrate,1257.225806451613,1001.6784609458482,Trichocorixa,5.376344086021505,NA,2018-05-04,NA,Hemiptera,Corixidae,Trichocorixa,NA,5.376344086021505,716.6666666666666,May,5.376344086021505,716.6666666666666
Transition,fish,0.5939641258817534,0.37989825556525386,A.melas,0.0163787587971849,NA,2018-06-08,244.21875,Siluriformes,Ictaluridae,Ameiurus,melas,4,141,June,0.0163787587971849,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,A.natalis,0.0163787587971849,NA,2018-06-08,244.21875,Siluriformes,Ictaluridae,Ameiurus,natalis,4,141,June,0.0163787587971849,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,C.lutrensis,0.1994921975547412,0.18906329247603212,2018-05-12,270,Cypriniformes,Leuciscidae,Cyprinella,lutrensis,103,287,May,0.3814814814814815,1.0629629629629629
Transition,fish,0.5939641258817534,0.37989825556525386,C.lutrensis,0.1994921975547412,0.18906329247603212,2018-06-08,244.21875,Cypriniformes,Leuciscidae,Cyprinella,lutrensis,52,141,June,0.21292386436340371,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,C.lutrensis,0.1994921975547412,0.18906329247603212,2018-07-01,245.625,Cypriniformes,Leuciscidae,Cyprinella,lutrensis,1,15,July,0.004071246819338422,0.061068702290076333
Transition,fish,0.5939641258817534,0.37989825556525386,G.affinis,0.05518453942066783,0.03198182434060737,2018-06-08,244.21875,Cyprinidontiformes,Poeciliidae,Gambusia,affinis,19,141,June,0.07779910428662828,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,G.affinis,0.05518453942066783,0.03198182434060737,2018-07-01,245.625,Cyprinidontiformes,Poeciliidae,Gambusia,affinis,8,15,July,0.03256997455470738,0.061068702290076333
Transition,fish,0.5939641258817534,0.37989825556525386,H.cyanoguttatum,0.021152342361555415,0.006750866617854078,2018-05-12,270,Cichliformes,Cichlidae,Herichthys,cyanoguttatum,7,287,May,0.025925925925925925,1.0629629629629629
Transition,fish,0.5939641258817534,0.37989825556525386,H.cyanoguttatum,0.021152342361555415,0.006750866617854078,2018-06-08,244.21875,Cichliformes,Cichlidae,Herichthys,cyanoguttatum,4,141,June,0.0163787587971849,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,I.punctatus,0.004071246819338422,NA,2018-07-01,245.625,Siluriformes,Ictaluridae,Ictalurus,punctatus,1,15,July,0.004071246819338422,0.061068702290076333
Transition,fish,0.5939641258817534,0.37989825556525386,L.cyanellus,0.018518518518518517,NA,2018-05-12,270,Centrachiformes,Centrarchidae,Lepomis,cyanellus,5,287,May,0.018518518518518517,1.0629629629629629
Transition,fish,0.5939641258817534,0.37989825556525386,L.gulosus,0.0163787587971849,NA,2018-06-08,244.21875,Centrachiformes,Centrarchidae,Lepomis,gulosus,4,141,June,0.0163787587971849,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,L.macrochirus,0.1396815241344992,0.0643518945955085,2018-05-12,270,Centrachiformes,Centrarchidae,Lepomis,macrochirus,50,287,May,0.18518518518518517,1.0629629629629629
Transition,fish,0.5939641258817534,0.37989825556525386,L.macrochirus,0.1396815241344992,0.0643518945955085,2018-06-08,244.21875,Centrachiformes,Centrarchidae,Lepomis,macrochirus,23,141,June,0.09417786308381318,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,L.megalotis,0.19440085986168337,0.22660614572411208,2018-05-12,270,Centrachiformes,Centrarchidae,Lepomis,megalotis,121,287,May,0.44814814814814813,1.0629629629629629
Transition,fish,0.5939641258817534,0.37989825556525386,L.megalotis,0.19440085986168337,0.22660614572411208,2018-06-08,244.21875,Centrachiformes,Centrarchidae,Lepomis,megalotis,30,141,June,0.12284069097888675,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,L.megalotis,0.19440085986168337,0.22660614572411208,2018-07-01,245.625,Centrachiformes,Centrarchidae,Lepomis,megalotis,3,15,July,0.012213740458015267,0.061068702290076333
Transition,fish,0.5939641258817534,0.37989825556525386,L.oculatus,0.0163787587971849,NA,2018-06-08,244.21875,Lepisosteiformes,Lepisosteidae,Lepisosteus,oculatus,4,141,June,0.0163787587971849,0.5773512476007677
Transition,fish,0.5939641258817534,0.37989825556525386,M.salmoides,0.018518518518518517,NA,2018-05-12,270,Centrachiformes,Centrarchidae,Micropterus,salmoides,5,287,May,0.018518518518518517,1.0629629629629629
Transition,fish,0.5939641258817534,0.37989825556525386,N.texanus,0.008142493638676845,NA,2018-07-01,245.625,Cypriniformes,Leuciscidae,Notropis,texanus,2,15,July,0.008142493638676845,0.061068702290076333
Transition,invertebrate,577.2145417306707,136.52383794354103,Agraylea,2.150537634408602,NA,2018-05-12,NA,Trichoptera,Hydroptilidae,Agraylea,NA,2.150537634408602,430.1075268817204,May,2.150537634408602,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Aphididae,10.75268817204301,NA,2018-07-01,NA,Hemiptera,Aphididae,NA,NA,10.75268817204301,768.2795698924731,July,10.75268817204301,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Argia,30.82437275985663,12.74923040274725,2018-05-12,NA,Odonata,Coenagrionidae,Argia,NA,41.39784946236559,430.1075268817204,May,41.39784946236559,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Argia,30.82437275985663,12.74923040274725,2018-06-08,NA,Odonata,Coenagrionidae,Argia,NA,34.40860215053763,576.3440860215054,June,34.40860215053763,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Argia,30.82437275985663,12.74923040274725,2018-07-01,NA,Odonata,Coenagrionidae,Argia,NA,16.666666666666664,768.2795698924731,July,16.666666666666664,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Belostoma,5.376344086021505,NA,2018-07-01,NA,Hemiptera,Belostomatidae,Belostoma,NA,5.376344086021505,768.2795698924731,July,5.376344086021505,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Caenis,80.10752688172042,40.80712453579768,2018-05-12,NA,Ephemeroptera,Caenidae,Caenis,NA,93.01075268817203,430.1075268817204,May,93.01075268817203,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Caenis,80.10752688172042,40.80712453579768,2018-06-08,NA,Ephemeroptera,Caenidae,Caenis,NA,34.40860215053763,576.3440860215054,June,34.40860215053763,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Caenis,80.10752688172042,40.80712453579768,2018-07-01,NA,Ephemeroptera,Caenidae,Caenis,NA,112.9032258064516,768.2795698924731,July,112.9032258064516,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Callibaetis,8.602150537634408,NA,2018-06-08,NA,Ephemeroptera,Baetidae,Callibaetis,NA,8.602150537634408,576.3440860215054,June,8.602150537634408,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Chimarra,4.56989247311828,0.3801649361218,2018-05-12,NA,Trichoptera,Philopotamidae,Chimarra,NA,4.838709677419355,430.1075268817204,May,4.838709677419355,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Chimarra,4.56989247311828,0.3801649361218,2018-06-08,NA,Trichoptera,Philopotamidae,Chimarra,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Chironomidae,43.61559139784946,46.49521967173767,2018-05-12,NA,Diptera,Chironomidae,NA,NA,4.838709677419355,430.1075268817204,May,4.838709677419355,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Chironomidae,43.61559139784946,46.49521967173767,2018-05-12,NA,Diptera,Chironomidae,NA,NA,10.75268817204301,430.1075268817204,May,10.75268817204301,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Chironomidae,43.61559139784946,46.49521967173767,2018-05-12,NA,Diptera,Chironomidae,NA,NA,21.50537634408602,430.1075268817204,May,21.50537634408602,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Chironomidae,43.61559139784946,46.49521967173767,2018-06-08,NA,Diptera,Chironomidae,NA,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Chironomidae,43.61559139784946,46.49521967173767,2018-06-08,NA,Diptera,Chironomidae,NA,NA,81.72043010752688,576.3440860215054,June,81.72043010752688,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Chironomidae,43.61559139784946,46.49521967173767,2018-06-08,NA,Diptera,Chironomidae,NA,NA,51.61290322580645,576.3440860215054,June,51.61290322580645,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Chironomidae,43.61559139784946,46.49521967173767,2018-07-01,NA,Diptera,Chironomidae,NA,NA,138.17204301075267,768.2795698924731,July,138.17204301075267,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Chironomidae,43.61559139784946,46.49521967173767,2018-07-01,NA,Diptera,Chironomidae,NA,NA,36.02150537634408,768.2795698924731,July,36.02150537634408,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Coenagrionidae,3.225806451612903,NA,2018-05-12,NA,Odonata,Coenagrionidae,NA,NA,3.225806451612903,430.1075268817204,May,3.225806451612903,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Corbicula,23.118279569892472,NA,2018-07-01,NA,Bivalva,Corbiculidae,Corbicula,NA,23.118279569892472,768.2795698924731,July,23.118279569892472,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Dubiraphia,20.788530465949822,16.60875590551636,2018-05-12,NA,Coleoptera,Elmidae,Dubiraphia,NA,17.741935483870968,430.1075268817204,May,17.741935483870968,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Dubiraphia,20.788530465949822,16.60875590551636,2018-06-08,NA,Coleoptera,Elmidae,Dubiraphia,NA,38.70967741935484,576.3440860215054,June,38.70967741935484,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Dubiraphia,20.788530465949822,16.60875590551636,2018-07-01,NA,Coleoptera,Elmidae,Dubiraphia,NA,5.913978494623656,768.2795698924731,July,5.913978494623656,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Enallagma,7.168458781362007,4.070902040000196,2018-05-12,NA,Odonata,Coenagrionidae,Enallagma,NA,5.376344086021505,430.1075268817204,May,5.376344086021505,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Enallagma,7.168458781362007,4.070902040000196,2018-06-08,NA,Odonata,Coenagrionidae,Enallagma,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Enallagma,7.168458781362007,4.070902040000196,2018-07-01,NA,Odonata,Coenagrionidae,Enallagma,NA,11.827956989247312,768.2795698924731,July,11.827956989247312,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Erpetogomphus,6.451612903225806,3.041319488974398,2018-05-12,NA,Odonata,Gomphidae,Erpetogomphus,NA,4.301075268817204,430.1075268817204,May,4.301075268817204,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Erpetogomphus,6.451612903225806,3.041319488974398,2018-06-08,NA,Odonata,Gomphidae,Erpetogomphus,NA,8.602150537634408,576.3440860215054,June,8.602150537634408,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Fallceon,10.483870967741936,7.9834636585577945,2018-05-12,NA,Ephemeroptera,Baetidae,Fallceon,NA,4.838709677419355,430.1075268817204,May,4.838709677419355,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Fallceon,10.483870967741936,7.9834636585577945,2018-07-01,NA,Ephemeroptera,Baetidae,Fallceon,NA,16.129032258064516,768.2795698924731,July,16.129032258064516,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Hetaerina,12.903225806451612,NA,2018-06-08,NA,Odonata,Calopterygidae,Hetaerina,NA,12.903225806451612,576.3440860215054,June,12.903225806451612,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Heterelmis,48.924731182795696,3.8016493612179967,2018-06-08,NA,Coleoptera,Elmidae,Heterelmis,NA,51.61290322580645,576.3440860215054,June,51.61290322580645,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Heterelmis,48.924731182795696,3.8016493612179967,2018-07-01,NA,Coleoptera,Elmidae,Heterelmis,NA,46.236559139784944,768.2795698924731,July,46.236559139784944,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Hexacylloepus,11.559139784946236,7.983463658557794,2018-05-12,NA,Coleoptera,Elmidae,Hexacylloepus,NA,5.913978494623656,430.1075268817204,May,5.913978494623656,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Hexacylloepus,11.559139784946236,7.983463658557794,2018-06-08,NA,Coleoptera,Elmidae,Hexacylloepus,NA,17.204301075268816,576.3440860215054,June,17.204301075268816,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Hyalella,58.06451612903225,78.79050142505098,2018-05-12,NA,Amphipoda,Hyalellidae,Hyalella,NA,16.666666666666664,430.1075268817204,May,16.666666666666664,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Hyalella,58.06451612903225,78.79050142505098,2018-06-08,NA,Amphipoda,Hyalellidae,Hyalella,NA,8.602150537634408,576.3440860215054,June,8.602150537634408,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Hyalella,58.06451612903225,78.79050142505098,2018-07-01,NA,Amphipoda,Hyalellidae,Hyalella,NA,148.92473118279568,768.2795698924731,July,148.92473118279568,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Hydrochus,11.29032258064516,2.2809896167307975,2018-05-12,NA,Coleoptera,Hydrochidae,Hydrochus,NA,9.67741935483871,430.1075268817204,May,9.67741935483871,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Hydrochus,11.29032258064516,2.2809896167307975,2018-06-08,NA,Coleoptera,Hydrochidae,Hydrochus,NA,12.903225806451612,576.3440860215054,June,12.903225806451612,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Hydrometra,4.838709677419354,0.7603298722435995,2018-06-08,NA,Hemiptera,Hydrometridae,Hydrometra,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Hydrometra,4.838709677419354,0.7603298722435995,2018-07-01,NA,Hemiptera,Hydrometridae,Hydrometra,NA,5.376344086021505,768.2795698924731,July,5.376344086021505,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Hydroptilidae,5.376344086021505,NA,2018-07-01,NA,Trichoptera,Hydroptilidae,NA,NA,5.376344086021505,768.2795698924731,July,5.376344086021505,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Hydrovatus,2.150537634408602,NA,2018-05-12,NA,Coleoptera,Dytiscidae,Hydrovatus,NA,2.150537634408602,430.1075268817204,May,2.150537634408602,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Isonychia,2.6881720430107525,NA,2018-05-12,NA,Ephemeroptera,Isonychiidae,Isonychia,NA,2.6881720430107525,430.1075268817204,May,2.6881720430107525,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Laccobius,2.6881720430107525,NA,2018-05-12,NA,Coleoptera,Hydrophilidae,Laccobius,NA,2.6881720430107525,430.1075268817204,May,2.6881720430107525,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Melanoides,22.8494623655914,22.429731231186185,2018-05-12,NA,Gastropoda,Thiaridae,Melanoides,NA,6.989247311827957,430.1075268817204,May,6.989247311827957,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Melanoides,22.8494623655914,22.429731231186185,2018-06-08,NA,Gastropoda,Thiaridae,Melanoides,NA,38.70967741935484,576.3440860215054,June,38.70967741935484,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Metrobates,4.838709677419355,NA,2018-05-12,NA,Hemiptera,Gerridae,Metrobates,NA,4.838709677419355,430.1075268817204,May,4.838709677419355,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Microcylloepus,6.989247311827956,3.763440860215053,2018-05-12,NA,Coleoptera,Elmidae,Microcylloepus,NA,5.376344086021505,430.1075268817204,May,5.376344086021505,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Microcylloepus,6.989247311827956,3.763440860215053,2018-06-08,NA,Coleoptera,Elmidae,Microcylloepus,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Microcylloepus,6.989247311827956,3.763440860215053,2018-07-01,NA,Coleoptera,Elmidae,Microcylloepus,NA,11.29032258064516,768.2795698924731,July,11.29032258064516,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Microvelia,12.903225806451612,NA,2018-06-08,NA,Hemiptera,Veliidae,Microvelia,NA,12.903225806451612,576.3440860215054,June,12.903225806451612,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Nasiaeschna,12.365591397849462,NA,2018-07-01,NA,Odonata,Aeshnidae,Nasiaeschna,NA,12.365591397849462,768.2795698924731,July,12.365591397849462,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Nectopsyche,4.838709677419354,0.7603298722435995,2018-06-08,NA,Trichoptera,Leptoceridae,Nectopsyche,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Nectopsyche,4.838709677419354,0.7603298722435995,2018-07-01,NA,Trichoptera,Leptoceridae,Nectopsyche,NA,5.376344086021505,768.2795698924731,July,5.376344086021505,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Neoporus,2.6881720430107525,NA,2018-05-12,NA,Coleoptera,Dytiscidae,Neoporus,NA,2.6881720430107525,430.1075268817204,May,2.6881720430107525,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Odontomyia,8.602150537634408,NA,2018-06-08,NA,Diptera,Stratiomyidae,Odontomyia,NA,8.602150537634408,576.3440860215054,June,8.602150537634408,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Palaemon,10.75268817204301,NA,2018-07-01,NA,Decapoda,Palaemonidae,Palaemon,NA,10.75268817204301,768.2795698924731,July,10.75268817204301,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Paraleptophlebia,48.924731182795696,16.72725718935919,2018-05-12,NA,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,NA,37.096774193548384,430.1075268817204,May,37.096774193548384,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Paraleptophlebia,48.924731182795696,16.72725718935919,2018-07-01,NA,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,NA,60.75268817204301,768.2795698924731,July,60.75268817204301,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Peltodytes,2.150537634408602,NA,2018-05-12,NA,Coleoptera,Haliplidae,Peltodytes,NA,2.150537634408602,430.1075268817204,May,2.150537634408602,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Phyllogomphoides,2.150537634408602,NA,2018-05-12,NA,Odonata,Gomphidae,Phyllogomphoides,NA,2.150537634408602,430.1075268817204,May,2.150537634408602,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Physa,5.376344086021505,NA,2018-07-01,NA,Gastropoda,Physidae,Physa,NA,5.376344086021505,768.2795698924731,July,5.376344086021505,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Probezzia,4.838709677419354,0.7603298722435995,2018-06-08,NA,Diptera,Ceratopogonidae,Probezzia,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Probezzia,4.838709677419354,0.7603298722435995,2018-07-01,NA,Diptera,Ceratopogonidae,Probezzia,NA,5.376344086021505,768.2795698924731,July,5.376344086021505,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Procambarus,4.301075268817204,NA,2018-06-08,NA,Decapoda,Cambaridae,Procambarus,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Ranatra,4.301075268817204,NA,2018-06-08,NA,Hemiptera,Nepidae,Ranatra,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Rhagovelia,20.43010752688172,19.768576678333584,2018-05-12,NA,Hemiptera,Veliidae,Rhagovelia,NA,6.451612903225806,430.1075268817204,May,6.451612903225806,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Rhagovelia,20.43010752688172,19.768576678333584,2018-06-08,NA,Hemiptera,Veliidae,Rhagovelia,NA,34.40860215053763,576.3440860215054,June,34.40860215053763,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Scirtidae,22.043010752688172,NA,2018-05-12,NA,Coleoptera,Scirtidae,NA,NA,22.043010752688172,430.1075268817204,May,22.043010752688172,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Smicridea,13.082437275985662,10.676251619072744,2018-05-12,NA,Trichoptera,Hydropsychidae,Smicridea,NA,25.268817204301072,430.1075268817204,May,25.268817204301072,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Smicridea,13.082437275985662,10.676251619072744,2018-06-08,NA,Trichoptera,Hydropsychidae,Smicridea,NA,8.602150537634408,576.3440860215054,June,8.602150537634408,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Smicridea,13.082437275985662,10.676251619072744,2018-07-01,NA,Trichoptera,Hydropsychidae,Smicridea,NA,5.376344086021505,768.2795698924731,July,5.376344086021505,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Stenacron,4.301075268817204,NA,2018-06-08,NA,Ephemeroptera,Heptageniidae,Stenacron,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Stenelmis,52.5089605734767,10.401986997083478,2018-05-12,NA,Coleoptera,Elmidae,Stenelmis,NA,46.236559139784944,430.1075268817204,May,46.236559139784944,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Stenelmis,52.5089605734767,10.401986997083478,2018-06-08,NA,Coleoptera,Elmidae,Stenelmis,NA,64.51612903225806,576.3440860215054,June,64.51612903225806,576.3440860215054
Transition,invertebrate,577.2145417306707,136.52383794354103,Stenelmis,52.5089605734767,10.401986997083478,2018-07-01,NA,Coleoptera,Elmidae,Stenelmis,NA,46.774193548387096,768.2795698924731,July,46.774193548387096,768.2795698924731
Transition,invertebrate,577.2145417306707,136.52383794354103,Trichoptera,2.150537634408602,NA,2018-05-12,NA,Trichoptera,NA,NA,NA,2.150537634408602,430.1075268817204,May,2.150537634408602,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Tricorythodes,13.082437275985663,8.872325300707214,2018-05-12,NA,Ephemeroptera,Leptohyphidae,Tricorythodes,NA,12.903225806451612,430.1075268817204,May,12.903225806451612,430.1075268817204
Transition,invertebrate,577.2145417306707,136.52383794354103,Tricorythodes,13.082437275985663,8.872325300707214,2018-06-08,NA,Ephemeroptera,Leptohyphidae,Tricorythodes,NA,4.301075268817204,576.3440860215054,June,4.301075268817204,576.3440860215054
