order,family,genus,species,lowest_taxon,site,forklength,collection,month
Lepisosteiformes,Lepisosteidae,Lepisosteus,oculatus,L.oculatus,Sub-Humid,384,2018-06-06,June
Lepisosteiformes,Lepisosteidae,Lepisosteus,oculatus,L.oculatus,Transition,524,2018-06-08,June
Centrachiformes,Centrarchidae,Lepomis,gulosus,L.gulosus,Sub-Humid,54,2018-05-04,May
Centrachiformes,Centrarchidae,Lepomis,gulosus,L.gulosus,Sub-Humid,79,2018-05-04,May
Centrachiformes,Centrarchidae,Lepomis,gulosus,L.gulosus,Sub-Humid,83,2018-05-04,May
Centrachiformes,Centrarchidae,Lepomis,gulosus,L.gulosus,Sub-Humid,79,2018-05-04,May
Centrachiformes,Centrarchidae,Lepomis,gulosus,L.gulosus,Transition,89,2018-06-08,June
Centrachiformes,Centrarchidae,Lepomis,gulosus,L.gulosus,Semi-Arid,88,2018-07-02,July
Siluriformes,Ictaluridae,Ameiurus,melas,A.melas,Transition,31,2018-06-08,June
Siluriformes,Ictaluridae,Ameiurus,natalis,A.natalis,Transition,36,2018-06-08,June
Cypriniformes,Leuciscidae,Notropis,texanus,N.texanus,Sub-Humid,57,2018-05-04,May
Cypriniformes,Leuciscidae,Notropis,texanus,N.texanus,Sub-Humid,51,2018-05-04,May
Cypriniformes,Leuciscidae,Notropis,texanus,N.texanus,Sub-Humid,55,2018-05-04,May
Cypriniformes,Leuciscidae,Notropis,texanus,N.texanus,Sub-Humid,55,2018-05-04,May
Cypriniformes,Leuciscidae,Notropis,texanus,N.texanus,Sub-Humid,55,2018-05-04,May
Cypriniformes,Leuciscidae,Notropis,texanus,N.texanus,Transition,38,2018-07-02,July
Cypriniformes,Leuciscidae,Notropis,texanus,N.texanus,Transition,36,2018-07-02,July
Siluriformes,Ictaluridae,Ictalurus,punctatus,I.punctatus,Transition,148,2018-07-02,July
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,41,2018-05-12,May
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,41,2018-05-12,May
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,54,2018-05-12,May
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,56,2018-06-01,June
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,40,2018-06-01,June
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,40,2018-06-01,June
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,56,2018-06-01,June
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,53,2018-06-01,June
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,51,2018-07-02,July
Cypriniformes,Leuciscidae,Pimephales,vigilax,P.vigilax,Semi-Arid,33,2018-07-02,July
Centrachiformes,Centrarchidae,Lepomis,miniatus,L.miniatus,Sub-Humid,130,2018-05-04,May
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,36,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,40,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,25,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,23,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,32,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,13,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,30,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,33,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,21,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,10,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,26,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,20,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,22,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,22,2018-06-06,June
Siluriformes,Ictaluridae,Noturus,gyrinus,N.gyrinus,Sub-Humid,10,2018-06-06,June
Centrachiformes,Centrarchidae,Lepomis,microlophus,L.microlophus,Sub-Humid,105,2018-06-06,June
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,59,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,51,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,60,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,56,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,57,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,60,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,54,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,70,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,58,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,56,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,52,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,60,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,58,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,52,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,65,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,64,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,60,2018-05-04,May
Cyprinidontiformes,Fundulidae,Fundulus,grandis,F.grandis,Sub-Humid,56,2018-05-04,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,42,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,47,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,53,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,32,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,49,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,42,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,38,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,43,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,46,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,42,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,35,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,43,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,43,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,57,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,59,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,50,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,36,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,21,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,32,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,33,2018-05-12,May
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,55,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,53,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,50,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,53,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,42,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,17,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,54,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,45,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,56,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,57,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,22,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,19,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,57,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,18,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,46,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,49,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,17,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,56,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,56,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,65,2018-06-01,June
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,51,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,42,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,42,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,44,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,43,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,53,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,40,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,39,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,36,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,45,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,53,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,50,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,52,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,31,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,22,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,56,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,52,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,43,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,47,2018-07-02,July
Cyprinidontiformes,Poeciliidae,Poecilia,latipinna,P.latipinna,Semi-Arid,48,2018-07-02,July
Cyprinidontiformes,Cyprinodontidae,Cyprinodon,variegatus,C.variegatus,Semi-Arid,37,2018-07-02,July
Cyprinidontiformes,Cyprinodontidae,Cyprinodon,variegatus,C.variegatus,Semi-Arid,33,2018-07-02,July
Cyprinidontiformes,Cyprinidae,Cyprinus,carpio,C.carpio,Semi-Arid,75,2018-07-02,July
Cichliformes,Cichlidae,Oreochromis,aureus,O.aureus,Semi-Arid,32,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Transition,132,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Transition,50,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Transition,51,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,40,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,12,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,31,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,38,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,12,2018-05-12,May
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,93,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,54,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,25,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,48,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,118,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,154,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,41,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,19,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,31,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,25,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,36,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,100,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,49,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,81,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,72,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,58,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,63,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,52,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,59,2018-06-01,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,80,2018-06-01,June
NA,NA,Lepomis,auritius,L.auritius,Sub-Humid,46,2018-06-06,June
NA,NA,Lepomis,auritius,L.auritius,Sub-Humid,122,2018-06-06,June
NA,NA,Lepomis,auritius,L.auritius,Sub-Humid,96,2018-06-06,June
NA,NA,Lepomis,auritius,L.auritius,Sub-Humid,90,2018-06-06,June
NA,NA,Lepomis,auritius,L.auritius,Sub-Humid,68,2018-06-06,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Transition,350,2018-06-08,June
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,52,2018-07-02,July
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,28,2018-07-02,July
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,23,2018-07-02,July
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,83,2018-07-02,July
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,89,2018-07-02,July
NA,NA,Herichthys,cyanoguttatus,H.cyanoguttatus,Semi-Arid,56,2018-07-02,July
